0.001,73.32882555764257
0.002,46.74140223182121
0.003,26.17106288483142
0.004,7.646839123186423
0.005,-8.608294948737614
0.006,-31.591484193512024
0.007,-53.989366476619736
0.008,-71.73476179785524
0.009000000000000001,-85.18867112553556
0.01,-86.07266522103777
0.011,-80.82868962299753
0.012,-74.15684816822969
0.013000000000000001,-65.06799103535025
0.014,-57.72381196156258
0.015,-50.127650959322736
0.016,-36.99494768122755
0.017,-23.443505394107518
0.018000000000000002,-11.292165067291837
0.019,-1.3644702925487546
0.02,-2.3886946187699962
0.021,-6.99467927184041
0.022,-13.767928537489585
0.023,-20.162055354453436
0.024,-15.916538864278106
0.025,-8.144343957130655
0.026000000000000002,4.211839251845031
0.027,16.512447191868777
0.028,20.655339795266148
0.029,20.261717448500754
0.03,10.250347551452382
0.031,-3.4949145293863886
0.032,-16.960436324216268
0.033,-29.81489356244703
0.034,-35.469787248623994
0.035,-38.59817004410086
0.036000000000000004,-38.85871677782609
0.037,-38.55528356026845
0.038,-44.44644649411691
0.039,-51.67286963776288
0.04,-62.371319925811235
0.041,-72.29394384075346
0.042,-73.1806819661719
0.043000000000000003,-69.78857211028941
0.044,-58.77208244720617
0.045,-45.43102859458412
0.046,-35.249225836992814
0.047,-27.282359869728268
0.048,-26.92397743223917
0.049,-30.369402573723598
0.05,-35.53950770381363
0.051000000000000004,-42.11113492532383
0.052000000000000005,-49.03600979096819
0.053,-55.67310655861563
0.054,-61.61726043257144
0.055,-66.39529416814993
0.056,-66.87374016204231
0.057,-65.9051071343602
0.058,-62.79026504142989
0.059000000000000004,-59.52726734906029
0.06,-62.33293161604337
0.061,-66.67489713574663
0.062,-73.08208699218827
0.063,-78.93690104963781
0.064,-77.76573117635056
0.065,-73.59033289002402
0.066,-64.46409448612138
0.067,-53.9469655344109
0.068,-47.38542648732496
0.069,-42.72944818554454
0.07,-42.30115476168809
0.07100000000000001,-43.774913819451854
0.07200000000000001,-45.52571784405673
0.073,-47.48434821126567
0.074,-47.73297846300517
0.075,-47.25604441606862
0.076,-46.32187680421899
0.077,-44.86638023517572
0.078,-43.53761350757899
0.079,-41.626801684374534
0.08,-39.12191006732013
0.081,-35.78871081880373
0.082,-29.64681192621488
0.083,-22.54317629508373
0.084,-14.857707709676259
0.085,-7.128939212581154
0.08600000000000001,-2.64828341702822
0.08700000000000001,0.8882405365283416
0.088,4.946808061388152
0.089,8.795253335520522
0.09,15.307433031268223
0.091,21.532323892249835
0.092,24.66703088906331
0.093,25.86892064761559
0.094,21.344291811929956
0.095,14.756374836728753
0.096,9.724222900113267
0.097,5.132216053431465
0.098,3.496866666479213
0.099,2.9735586863987438
0.1,1.18034371271906
0.101,-0.25899844598098154
0.10200000000000001,-2.496666569478288
0.10300000000000001,-3.905929578567241
0.10400000000000001,-0.9259448737313072
0.105,4.000016656933424
0.106,11.847774796616243
0.107,20.57282639613523
0.108,26.498232035365987
0.109,31.46491078187699
0.11,34.03764367981731
0.111,36.24987049098941
0.112,39.729066591294284
0.113,44.26879928221363
0.114,53.00457641157563
0.115,62.45839808544671
0.116,74.14733948637338
0.117,83.69132585289773
0.11800000000000001,85.77034807510482
0.11900000000000001,82.61574760887925
0.12,65.14142087693814
0.121,43.211105233346835
0.122,21.755171187196165
0.123,2.4095227077313695
0.124,-1.418128535972246
0.125,0.9561204174671243
0.126,7.856966821689041
0.127,16.980490378494693
0.128,17.37775284442458
0.129,16.22990781139253
0.13,15.941090894594442
0.131,16.650003775593525
0.132,26.349297117892586
0.133,38.02573328606767
0.134,49.24156938736884
0.135,58.527720701224816
0.136,56.61960564454586
0.137,50.21880945035787
0.138,39.787796586916805
0.139,28.249227023895088
0.14,23.123374412490243
0.14100000000000001,20.5040065434589
0.14200000000000002,21.862939350338795
0.14300000000000002,24.920555273040243
0.14400000000000002,25.102182999316007
0.145,25.0030788648794
0.146,24.0295363844126
0.147,23.086035607056285
0.148,26.699518209306913
0.149,31.361181167696888
0.15,34.58749562902331
0.151,37.41716294861598
0.152,35.61667839657617
0.153,33.32594333112219
0.154,34.37124522797275
0.155,37.490431827024075
0.156,46.73832087474914
0.157,59.103671934239024
0.158,69.4508659474251
0.159,80.87175290509579
0.16,94.97077548198219
0.161,110.27187161580243
0.162,132.10211031446335
0.163,154.1333165536827
0.164,170.73276008685778
0.165,183.02303477473117
0.166,183.96676392813288
0.167,178.9975466481905
0.168,172.1443751867752
0.169,162.46801241106445
0.17,153.44133319863246
0.171,142.1570287256894
0.17200000000000001,127.96710933052996
0.17300000000000001,110.05137489972125
0.17400000000000002,84.17613390284573
0.17500000000000002,53.73380174550721
0.176,17.99934558530186
0.177,-20.369998513715206
0.178,-56.561811681809516
0.179,-92.81500254566339
0.18,-126.64542904861013
0.181,-160.59216013060222
0.182,-198.6341062085785
0.183,-238.16327442856579
0.184,-281.4670331098515
0.185,-324.9443502598446
0.186,-364.79940069212495
0.187,-401.42439556218
0.188,-432.3194811643345
0.189,-458.55924577229587
0.19,-480.2155636762789
0.191,-497.22112191779127
0.192,-510.22373881745364
0.193,-518.1830137907853
0.194,-521.7308257299661
0.195,-518.9576833085941
0.196,-508.89307549744683
0.197,-491.06382607931175
0.198,-460.8207107741845
0.199,-422.7354028129509
0.2,-375.1555073124846
0.201,-323.4437866578338
0.202,-273.2914371132727
0.203,-224.5633242981492
0.20400000000000001,-183.427041582421
0.20500000000000002,-146.3472913901377
0.20600000000000002,-112.61351734059593
0.20700000000000002,-81.68937661917249
0.20800000000000002,-51.11861288963706
0.209,-22.405688522828576
0.21,4.455338199661632
0.211,28.480764168766676
0.212,49.52889322740185
0.213,66.43464783884194
0.214,77.70890293408193
0.215,83.78893027474824
0.216,81.8088593926868
0.217,75.5216947937908
0.218,63.11510914879365
0.219,49.68493571713386
0.22,41.65370797630952
0.221,36.99262921617068
0.222,43.28323535733327
0.223,53.22674203067777
0.224,63.189585308451555
0.225,72.35127109981963
0.226,71.42556160406748
0.227,67.0375487202388
0.228,61.16460511427517
0.229,55.09149693974934
0.23,55.170209318539285
0.231,57.62148925091991
0.232,61.784749519890426
0.233,66.81693840396245
0.234,70.03440228957255
0.23500000000000001,72.50506407441921
0.23600000000000002,74.87047429008773
0.23700000000000002,76.56277694857714
0.23800000000000002,77.12172874274385
0.23900000000000002,77.06986402836617
0.24,74.54471482177897
0.241,71.99974990580502
0.242,70.86353945094392
0.243,71.16975498069404
0.244,77.62599294348736
0.245,85.75678230439757
0.246,95.03032542063299
0.247,103.34790679814299
0.248,103.61957081831096
0.249,100.71025657145209
0.25,93.02636631593039
0.251,84.33463124026784
0.252,81.55797367066538
0.253,81.32213500958015
0.254,86.08394186166389
0.255,92.69636230218154
0.256,97.35199481928862
0.257,101.19928095644865
0.258,102.40462892580288
0.259,102.17867751258343
0.26,102.01567725746747
0.261,101.27840121657681
0.262,99.12482574090203
0.263,96.78874472007324
0.264,93.13823574833847
0.265,90.01703101181796
0.266,91.3956403998287
0.267,94.64521793276151
0.268,101.07239081514753
0.269,108.05929123734774
0.27,112.34381732156835
0.271,114.9290430402562
0.272,112.78324979593951
0.273,108.30348210425359
0.274,104.25664945043088
0.275,99.66745209995425
0.276,94.09013928705521
0.277,88.44162515643004
0.278,81.9607065385045
0.279,75.9272432789299
0.28,73.69404444128135
0.281,73.26374943789422
0.28200000000000003,73.74336103394614
0.28300000000000003,75.3202100977997
0.28400000000000003,76.6465113689385
0.28500000000000003,78.50507304568143
0.28600000000000003,82.80893708055989
0.28700000000000003,87.47773420277528
0.28800000000000003,93.36658096199884
0.289,98.62725354784484
0.29,97.7630415135778
0.291,94.51062859696768
0.292,89.37686418294075
0.293,83.42152162910894
0.294,80.97263653566503
0.295,79.53834562919235
0.296,77.54122365888374
0.297,75.95014723479336
0.298,72.8289247656775
0.299,69.80654032730092
0.3,71.52047964580346
0.301,74.86142392655118
0.302,76.82619113010587
0.303,79.34532755522524
0.304,79.99898632991118
0.305,81.77854916238259
0.306,89.22831293546841
0.307,99.46487352421852
0.308,116.32043361937785
0.309,134.38328138388073
0.31,149.31283009153063
0.311,160.68269095047117
0.312,163.52476799555927
0.313,160.56329866166075
0.314,150.07936068266898
0.315,135.47365969905618
0.316,117.2811746124636
0.317,98.23383674894056
0.318,83.69569393050446
0.319,71.57464529195228
0.32,65.01929328956669
0.321,61.305710448580335
0.322,56.55894959382458
0.323,52.94037697828175
0.324,49.67992886904854
0.325,47.181059176766695
0.326,51.3755225422295
0.327,56.577361219865296
0.328,58.44633548147383
0.329,58.46057484142254
0.33,48.44643965531803
0.331,36.08588711953459
0.332,27.65552204679893
0.333,21.066256236836725
0.334,25.60799073261517
0.335,32.94261659194409
0.336,35.2535595468802
0.337,35.95007570467475
0.338,26.170184241589123
0.339,14.507933230344012
0.34,10.637148523166182
0.341,9.888583945506173
0.342,20.369025128063694
0.343,33.627715707306095
0.34400000000000003,39.234850275116415
0.34500000000000003,41.682005911989926
0.34600000000000003,35.663398697419694
0.34700000000000003,26.37885022075857
0.34800000000000003,20.94705462995693
0.34900000000000003,16.2033728982333
0.35000000000000003,13.154626717613898
0.35100000000000003,11.083659578967382
0.352,5.62591216580081
0.353,0.19844346879575125
0.354,-0.9485176509151019
0.355,-0.6853435049957208
0.356,4.01857533369468
0.357,9.501356098695554
0.358,8.158947185825642
0.359,4.783333253979746
0.36,-1.079301908078714
0.361,-7.934138367687276
0.362,-7.476774208394891
0.363,-5.749711427547919
0.364,-8.16021895390695
0.365,-11.75737612176254
0.366,-21.948866261483513
0.367,-33.396185519940346
0.368,-36.67493824493117
0.369,-37.83211999796843
0.37,-34.91553814601897
0.371,-31.64597561826143
0.372,-38.33235294860332
0.373,-47.870464856150235
0.374,-60.377638122171525
0.375,-73.059273550619
0.376,-75.57279058982886
0.377,-74.77293908355031
0.378,-72.89321074316368
0.379,-70.22044680482037
0.38,-74.36710957290943
